,Authors,ArticleTitle,JournalTitle,JournalVolume,JournalDate,PUBID,Abstact,DOI
84,"Bo Hu, Xiao-Bo Yang, Xin-Ting Sang",Development of an immune-related prognostic index associated with hepatocellular carcinoma.,,12,,PMID: 32191631,"Liver hepatocellular carcinoma (LIHC), an inflammation-associated cancer induced by a variety of etiological factors, is still one of the most prevalent and lethal cancers in human population. In this study, the expression profiles of immune-related genes (IRGs) were integrated with the overall survival (OS) of 378 LIHC patients based on the Cancer Genome Atlas (TCGA) dataset. Moreover, the differentially expressed and survival related IRGs among LIHC patients were predicted through the computational difference algorithm and COX regression analysis. As a result, 7 genes, including HSPA4, S100A10, FABP6, CACYBP, HDAC1, FCGR2B and SHC1, were retrieved to construct a predictive model associated with the overall survival (OS) of LIHC patients. Typically, the as-constructed model performed moderately in predicting prognosis, which was also correlated with tumor grade. Functional enrichment analysis revealed that the genes of high-risk group were actively involved in mRNA binding and the spliceosome pathway. Intriguingly, the prognostic index established based on IRGs reflected infiltration by multiple types of immunocytes. Our findings screen several IRGs with clinical significance, reveal the drivers of immune repertoire, and illustrate the importance of a personalized, IRG-based immune signature in LIHC recognition, surveillance, and prognosis prediction.",
85,,,,,,,,
86,"Wen-Jie Wang, Han Wang, Ting-Yan Hua, Wei Song, Jie Zhu, Jing-Jing Wang, Yue-Qing Huang, Zhi-Liang Ding",Establishment of a Prognostic Model Using Immune-Related Genes in Patients With Hepatocellular Carcinoma.,,11,,PMID: 32158466,"Hepatocellular carcinoma (HCC) is one of the most prevalent neoplasms worldwide, particularly in China. Immune-related genes (IRGs) and immune infiltrating lymphocytes play specific roles in tumor growth. Considering how important immunotherapy has become for HCC treatment in the past decade, our objective was to establish a prognostic model by screening survival-related IRGs in patients with HCC. Using edgeR, we identified differentially expressed IRGs (DEIRGs), DEmiRNAs, and DElncRNAs. Functional enrichment analysis of DEIRGs was performed to investigate the biological functions of IRGs via gene ontology annotation and Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway analyses. Protein-protein interaction and competing endogenous RNA networks were established using Cytoscape. Survival-associated IRGs were selected via univariate COX regression analysis, a The Cancer Genome Atlas (TCGA) prognostic model and GSE76427 validation model were developed using multivariate COX regression analysis test by AIC (Akaike Information Criterion). We identified 116 DEIRGs in patients with HCC; the ""cytokine-cytokine receptor interaction"" pathway was found to be the most enriched pathway. Via the prognostic model helped us classify patients into high- and low-risk score groups based on overall survival (OS); high risk score was associated with worse OS, and a positive correlation was observed between the prognostic model and immune cell infiltration. To summarize, we established a prognostic model using survival-related IRGs that provides sufficient information for prognosis prediction and immunotherapy of patients with HCC.",
87,"Dina Guo, Mian Wang, Zhihong Shen, Jiaona Zhu",A new immune signature for survival prediction and immune checkpoint molecules in lung adenocarcinoma.,,18,,PMID: 32143735,"Lung adenocarcinoma (LUAD) is the most frequent subtype of lung cancer. The prognostic signature could be reliable to stratify LUAD patients according to risk, which helps the management of the systematic treatments. In this study, a systematic and reliable immune signature was performed to estimate the prognostic stratification in LUAD.",
88,"Huaide Qiu, Xiaorong Hu, Chuan He, Binbin Yu, Yongqiang Li, Jianan Li",Identification and Validation of an Individualized Prognostic Signature of Bladder Cancer Based on Seven Immune Related Genes.,,11,,PMID: 32117435,There has been no report of prognostic signature based on immune-related genes (IRGs). This study aimed to develop an IRG-based prognostic signature that could stratify patients with bladder cancer (BLCA).,
89,"Yongsheng Li, Tiantongfei Jiang, Weiwei Zhou, Junyi Li, Xinhui Li, Qi Wang, Xiaoyan Jin, Jiaqi Yin, Liuxin Chen, Yunpeng Zhang, Juan Xu, Xia Li",Pan-cancer characterization of immune-related lncRNAs identifies potential oncogenic biomarkers.,,11,,PMID: 32081859,"Long noncoding RNAs (lncRNAs) are emerging as critical regulators of gene expression and they play fundamental roles in immune regulation. Here we introduce an integrated algorithm, ImmLnc, for identifying lncRNA regulators of immune-related pathways. We comprehensively chart the landscape of lncRNA regulation in the immunome across 33 cancer types and show that cancers with similar tissue origin are likely to share lncRNA immune regulators. Moreover, the immune-related lncRNAs are likely to show expression perturbation in cancer and are significantly correlated with immune cell infiltration. ImmLnc can help prioritize cancer-related lncRNAs and further identify three molecular subtypes (proliferative, intermediate, and immunological) of non-small cell lung cancer. These subtypes are characterized by differences in mutation burden, immune cell infiltration, expression of immunomodulatory genes, response to chemotherapy, and prognosis. In summary, the ImmLnc pipeline and the resulting data serve as a valuable resource for understanding lncRNA function and to advance identification of immunotherapy targets.",
90,"Zheng Wang, Jie Zhu, Yongjuan Liu, Changhong Liu, Wenqi Wang, Fengzhe Chen, Lixian Ma",Development and validation of a novel immune-related prognostic model in hepatocellular carcinoma.,,18,,PMID: 32046766,"Growing evidence has suggested that immune-related genes play crucial roles in the development and progression of hepatocellular carcinoma (HCC). Nevertheless, the utility of immune-related genes for evaluating the prognosis of HCC patients are still lacking. The study aimed to explore gene signatures and prognostic values of immune-related genes in HCC.",
91,"Chi Zhang, Jing-Hui Zheng, Zong-Han Lin, Hao-Yuan Lv, Zhuo-Miao Ye, Yue-Ping Chen, Xiao-Yun Zhang",Profiles of immune cell infiltration and immune-related genes in the tumor microenvironment of osteosarcoma.,,12,,PMID: 32039832,"This work aimed to investigate tumor-infiltrating immune cells (TIICs) and immune-associated genes in the tumor microenvironment of osteosarcoma. An algorithm known as ESTIMATE was applied for immune score assessment, and osteosarcoma cases were assigned to the high and low immune score groups. Immune-associated genes between these groups were compared, and an optimal immune-related risk model was built by Cox regression analyses. The deconvolution algorithm (referred to as CIBERSORT) was applied to assess 22 TIICs for their amounts in the osteosarcoma microenvironment. Osteosarcoma cases with high immune score had significantly improved outcome (P<0.01). The proportions of naive B cells and M0 macrophages were significantly lower in high immune score tissues compared with the low immune score group (P<0.05), while the amounts of M1 macrophages, M2 macrophages, and resting dendritic cells were significantly higher (P<0.05). Important immune-associated genes were determined to generate a prognostic model by Cox regression analysis. Interestingly, cases with high risk score had poor outcome (P<0.01). The areas under the curve (AUC) for the risk model in predicting 1, 3 and 5-year survival were 0.634, 0.781, and 0.809, respectively. Gene set enrichment analysis suggested immunosuppression in high-risk osteosarcoma patients, in association with poor outcome.",
92,,,,,,,,
93,,,,,,,,
94,"Mohamed H Shahin, Sanchita Bhattacharya, Diego Silva, Sarah Kim, Jackson Burton, Jagdeep Podichetty, Klaus Romero, Daniela J Conrado",Open Data Revolution in Clinical Research: Opportunities and Challenges.,,13,,PMID: 32004409,"Efforts for sharing individual clinical data are gaining momentum due to a heightened recognition that integrated data sets can catalyze biomedical discoveries and drug development. Among the benefits are the fact that data sharing can help generate and investigate new research hypothesis beyond those explored in the original study. Despite several accomplishments establishing public systems and guidance for data sharing in clinical trials, this practice is not the norm. Among the reasons are ethical challenges, such as privacy of individuals, data ownership, and control. This paper creates awareness of the potential benefits and challenges of sharing individual clinical data, how to overcome these challenges, and how as a clinical pharmacology community we can shape future directions in this field.",
95,"Zishan Wang, Jiaqi Yin, Weiwei Zhou, Jing Bai, Yunjin Xie, Kang Xu, Xiangyi Zheng, Jun Xiao, Li Zhou, Xiaolin Qi, Yongsheng Li, Xia Li, Juan Xu",Complex impact of DNA methylation on transcriptional dysregulation across 22 human cancer types.,,48,,PMID: 32002550,"Accumulating evidence has demonstrated that transcriptional regulation is affected by DNA methylation. Understanding the perturbation of DNA methylation-mediated regulation between transcriptional factors (TFs) and targets is crucial for human diseases. However, the global landscape of DNA methylation-mediated transcriptional dysregulation (DMTD) across cancers has not been portrayed. Here, we systematically identified DMTD by integrative analysis of transcriptome, methylome and regulatome across 22 human cancer types. Our results revealed that transcriptional regulation was affected by DNA methylation, involving hundreds of methylation-sensitive TFs (MethTFs). In addition, pan-cancer MethTFs, the regulatory activity of which is generally affected by DNA methylation across cancers, exhibit dominant functional characteristics and regulate several cancer hallmarks. Moreover, pan-cancer MethTFs were found to be affected by DNA methylation in a complex pattern. Finally, we investigated the cooperation among MethTFs and identified a network module that consisted of 43 MethTFs with prognostic potential. In summary, we systematically dissected the transcriptional dysregulation mediated by DNA methylation across cancer types, and our results provide a valuable resource for both epigenetic and transcriptional regulation communities.",
96,"Yuting He, Qin Dang, Jie Li, Qiyao Zhang, Xiao Yu, Miaomiao Xue, Wenzhi Guo",Prediction of hepatocellular carcinoma prognosis based on expression of an immune-related gene set.,,12,,PMID: 31929113,"Hepatocellular carcinoma (HCC) is a common type of malignant tumor with an extremely poor prognosis. Because many HCC patients are diagnosed with advanced disease, surgical treatment is typically not possible, and other currently available treatments are often ineffective. Immunotherapy is being explored as a new treatment method for a variety of cancers, including HCC. However, there have been no systematic reports about the relationship between immune-related genes and HCC patient prognosis. In this study, we established and verified a gene set-based model to examine the relationship between immune-related genes and prognosis in HCC patients. The model was based on a dataset from The Cancer Genome Atlas (TCGA), and its stability and reliability was confirmed in four verification datasets. In addition, we performed multivariate Cox regression analyses to identify the independent risk factors affecting HCC patient prognoses. We found that this new model based on immune-related genes was effective for predicting prognosis, evaluating disease state, and identifying treatment options for HCC patients.",
97,"Felix J Hartmann, Sean C Bendall",Immune monitoring usingÂ mass cytometry and related high-dimensional imaging approaches.,,16,,PMID: 31892734,"The cellular complexity and functional diversity of the human immune system necessitate the use of high-dimensional single-cell tools to uncover its role in multifaceted diseases such as rheumatic diseases, as well as other autoimmune and inflammatory disorders. Proteomic technologies that use elemental (heavy metal) reporter ions, such as mass cytometry (also known as CyTOF) and analogous high-dimensional imaging approaches (including multiplexed ion beam imaging (MIBI) and imaging mass cytometry (IMC)), have been developed from their low-dimensional counterparts, flow cytometry and immunohistochemistry, to meet this need. A growing number of studies have been published that use these technologies to identify functional biomarkers and therapeutic targets in rheumatic diseases, but the full potential of their application to rheumatic disease research has yet to be fulfilled. This Review introduces the underlying technologies for high-dimensional immune monitoring and discusses aspects necessary for their successful implementation, including study design principles, analytical tools and future developments for the field of rheumatology.",
98,"Edison Ong, Peter Sun, Kimberly Berke, Jie Zheng, Guanming Wu, Yongqun He",VIO: ontology classification and study of vaccine responses given various experimental and analytical conditions.,,20,,PMID: 31865910,"Different human responses to the same vaccine were frequently observed. For example, independent studies identified overlapping but different transcriptomic gene expression profiles in Yellow Fever vaccine 17D (YF-17D) immunized human subjects. Different experimental and analysis conditions were likely contributed to the observed differences. To investigate this issue, we developed a Vaccine Investigation Ontology (VIO), and applied VIO to classify the different variables and relations among these variables systematically. We then evaluated whether the ontological VIO modeling and VIO-based statistical analysis would contribute to theÂ enhanced vaccine investigation studies and a better understanding of vaccine response mechanisms.",
99,"Qian Wang, Pan Li, Weidong Wu",A systematic analysis of immune genes and overall survival in cancer patients.,,19,,PMID: 31842801,"Overall survival (OS) is a key endpoint measure in the management of patients with cancer. Immunotherapy has become a dominant strategy in cancer therapy. To investigate the relationship between OS and the immune system, we assessed the role of immune genes in OS in 8648 patients across 22 cancer types.",
100,"Xiangyang Deng, Dongdong Lin, Bo Chen, Xiaojia Zhang, Xingxing Xu, Zelin Yang, Xuchao Shen, Liang Yang, Xiangqi Lu, Hansong Sheng, Bo Yin, Nu Zhang, Jian Lin",Development and Validation of an IDH1-Associated Immune Prognostic Signature for Diffuse Lower-Grade Glioma.,,9,,PMID: 31824866,"A mutation in the isocitrate dehydrogenase 1 (IDH1) gene is the most common mutation in diffuse lower-grade gliomas (LGGs), and it is significantly related to the prognosis of LGGs. We aimed to explore the influence of the IDH1 mutation on the immune microenvironment and develop an IDH1-associated immune prognostic signature (IPS) for predicting prognosis in LGGs. IDH1 mutation status and RNA expression were investigated in two different public cohorts. To develop an IPS, LASSO Cox analysis was conducted for immune-related genes that were differentially expressed between IDH1wt and IDH1mut LGG patients. Then, we systematically analyzed the influence of the IPS on the immune microenvironment. A total of 41 immune prognostic genes were identified based on the IDH1 mutation status. A four-gene IPS was established and LGG patients were effectively stratified into low- and high-risk groups in both the training and validation sets. Stratification analysis and multivariate Cox analysis revealed that the IPS was an independent prognostic factor. We also found that high-risk LGG patients had higher levels of infiltrating B cells, CD4+ T cells, CD8+ T cells, neutrophils, macrophages and dendritic cells, and expressed higher levels of CTLA-4, PD-1 and TIM-3. Moreover, a novel nomogram model was established to estimate the overall survival in LGG patients. The current study provides novel insights into the LGG immune microenvironment and potential immunotherapies. The proposed IPS is a clinically promising biomarker that can be used to classify LGG patients into subgroups with distinct outcomes and immunophenotypes, with the potential to facilitate individualized management and improve prognosis.",
101,"Bangbei Wan, Bo Liu, Yuan Huang, Gang Yu, Cai Lv",Prognostic value of immune-related genes in clear cell renal cell carcinoma.,,11,,PMID: 31821170,"Clear cell renal cell carcinoma (ccRCC) is the most common pathological subtype of renal cell carcinoma, and immune-related genes (IRGs) are key contributors to its development. In this study, the gene expression profiles and clinical data of ccRCC patients were downloaded from The Cancer Genome Atlas database and the cBioPortal database, respectively. IRGs were obtained from the ImmPort database. We analyzed the expression of IRGs in ccRCC, and discovered 681 that were differentially expressed between ccRCC and normal kidney tissues. Univariate Cox regression analysis was used to identify prognostic differentially expressed IRGs (PDEIRGs). Using Lasso regression and multivariate Cox regression analyses, we detected seven optimal PDEIRGs (PLAU, ISG15, IRF9, ARG2, RNASE2, SEMA3G and UCN) and used them to construct a risk model to predict the prognosis of ccRCC patients. This model accurately stratified patients with different survival outcomes and precisely identified patients with different mutation burdens. Our findings suggest the seven PDEIRGs identified in this study are valuable prognostic predictors in ccRCC patients. These genes could be used to investigate the developmental mechanisms of ccRCC and to design individualized treatments for ccRCC patients.",
102,"Si Yang, Ying Wu, Yujiao Deng, Linghui Zhou, Pengtao Yang, Yi Zheng, Dai Zhang, Zhen Zhai, Na Li, Qian Hao, Dingli Song, Huafeng Kang, Zhijun Dai",Identification of a prognostic immune signature for cervical cancer to predict survival and response to immune checkpoint inhibitors.,,8,,PMID: 31741756,"Cervical cancer (CC) is a leading cause of cancer-related death in women. Limited studies have investigated whether immune-related genes (IRGs) or tumor immune microenvironment (TIME) could be indicators for CC prognoses. The aim of this study was to develop an improved prognostic signature for CC based on IRGs or TIME to predict survival and response to immune checkpoint inhibitors (ICIs). A prognostic signature was constructed using bioinformatics method and its predictive capability was validated. The mechanisms underlying the signature's predictive capability were explored with CIBERSORT algorithm and mutation analysis. Immunophenoscore (IPS) is validated for ICIs response, and was therefore explored in relation to the signature. A prognostic signature based on 11 IRGs was developed. A multivariate analysis revealed that the 11-IRG signature was an independent prognostic factor for overall survival (OS) and progression-free interval in CC patients. In the 11-IRG signature high-risk group, CD8 T cells and resting mast cells, which are found to associate with better OS in our study, were lower; activated mast cells, associated with poorer OS, were higher, compared with the low-risk group. An IPS analysis suggested that the 11-IRG signature low-risk group, which possessed a higher IPS, represented a more immunogenic phenotype that was more inclined to respond to ICIs. In short, an 11-IRG prognostic signature for predicting CC patients' survival and response to ICIs was firmly established. The predictive capability of this model in CC requires further testing with the goal of better prognostic stratification and treatment management.",
103,,,,,,,,
104,"Andrea Cossarizza, Hyun-Dong Chang, Andreas Radbruch, Andreas Acs, Dieter Adam, Sabine Adam-Klages, William W Agace, Nima Aghaeepour, Mübeccel Akdis, Matthieu Allez, Larissa Nogueira Almeida, Giorgia Alvisi, Graham Anderson, Immanuel Andrä, Francesco Annunziato, Achille Anselmo, Petra Bacher, Cosima T Baldari, Sudipto Bari, Vincenzo Barnaba, Joana Barros-Martins, Luca Battistini, Wolfgang Bauer, Sabine Baumgart, Nicole Baumgarth, Dirk Baumjohann, Bianka Baying, Mary Bebawy, Burkhard Becher, Wolfgang Beisker, Vladimir Benes, Rudi Beyaert, Alfonso Blanco, Dominic A Boardman, Christian Bogdan, Jessica G Borger, Giovanna Borsellino, Philip E Boulais, Jolene A Bradford, Dirk Brenner, Ryan R Brinkman, Anna E S Brooks, Dirk H Busch, Martin Büscher, Timothy P Bushnell, Federica Calzetti, Garth Cameron, Ilenia Cammarata, Xuetao Cao, Susanna L Cardell, Stefano Casola, Marco A Cassatella, Andrea Cavani, Antonio Celada, Lucienne Chatenoud, Pratip K Chattopadhyay, Sue Chow, Eleni Christakou, Luka Čičin-Šain, Mario Clerici, Federico S Colombo, Laura Cook, Anne Cooke, Andrea M Cooper, Alexandra J Corbett, Antonio Cosma, Lorenzo Cosmi, Pierre G Coulie, Ana Cumano, Ljiljana Cvetkovic, Van Duc Dang, Chantip Dang-Heine, Martin S Davey, Derek Davies, Sara De Biasi, Genny Del Zotto, Gelo Victoriano Dela Cruz, Michael Delacher, Silvia Della Bella, Paolo Dellabona, Günnur Deniz, Mark Dessing, James P Di Santo, Andreas Diefenbach, Francesco Dieli, Andreas Dolf, Thomas Dörner, Regine J Dress, Diana Dudziak, Michael Dustin, Charles-Antoine Dutertre, Friederike Ebner, Sidonia B G Eckle, Matthias Edinger, Pascale Eede, Götz R A Ehrhardt, Marcus Eich, Pablo Engel, Britta Engelhardt, Anna Erdei, Charlotte Esser, Bart Everts, Maximilien Evrard, Christine S Falk, Todd A Fehniger, Mar Felipo-Benavent, Helen Ferry, Markus Feuerer, Andrew Filby, Kata Filkor, Simon Fillatreau, Marie Follo, Irmgard Förster, John Foster, Gemma A Foulds, Britta Frehse, Paul S Frenette, Stefan Frischbutter, Wolfgang Fritzsche, David W Galbraith, Anastasia Gangaev, Natalio Garbi, Brice Gaudilliere, Ricardo T Gazzinelli, Jens Geginat, Wilhelm Gerner, Nicholas A Gherardin, Kamran Ghoreschi, Lara Gibellini, Florent Ginhoux, Keisuke Goda, Dale I Godfrey, Christoph Goettlinger, Jose M González-Navajas, Carl S Goodyear, Andrea Gori, Jane L Grogan, Daryl Grummitt, Andreas Grützkau, Claudia Haftmann, Jonas Hahn, Hamida Hammad, Günter Hämmerling, Leo Hansmann, Goran Hansson, Christopher M Harpur, Susanne Hartmann, Andrea Hauser, Anja E Hauser, David L Haviland, David Hedley, Daniela C Hernández, Guadalupe Herrera, Martin Herrmann, Christoph Hess, Thomas Höfer, Petra Hoffmann, Kristin Hogquist, Tristan Holland, Thomas Höllt, Rikard Holmdahl, Pleun Hombrink, Jessica P Houston, Bimba F Hoyer, Bo Huang, Fang-Ping Huang, Johanna E Huber, Jochen Huehn, Michael Hundemer, Christopher A Hunter, William Y K Hwang, Anna Iannone, Florian Ingelfinger, Sabine M Ivison, Hans-Martin Jäck, Peter K Jani, Beatriz Jávega, Stipan Jonjic, Toralf Kaiser, Tomas Kalina, Thomas Kamradt, Stefan H E Kaufmann, Baerbel Keller, Steven L C Ketelaars, Ahad Khalilnezhad, Srijit Khan, Jan Kisielow, Paul Klenerman, Jasmin Knopf, Hui-Fern Koay, Katja Kobow, Jay K Kolls, Wan Ting Kong, Manfred Kopf, Thomas Korn, Katharina Kriegsmann, Hendy Kristyanto, Thomas Kroneis, Andreas Krueger, Jenny Kühne, Christian Kukat, Désirée Kunkel, Heike Kunze-Schumacher, Tomohiro Kurosaki, Christian Kurts, Pia Kvistborg, Immanuel Kwok, Jonathan Landry, Olivier Lantz, Paola Lanuti, Francesca LaRosa, Agnès Lehuen, Salomé LeibundGut-Landmann, Michael D Leipold, Leslie Y T Leung, Megan K Levings, Andreia C Lino, Francesco Liotta, Virginia Litwin, Yanling Liu, Hans-Gustaf Ljunggren, Michael Lohoff, Giovanna Lombardi, Lilly Lopez, Miguel López-Botet, Amy E Lovett-Racke, Erik Lubberts, Herve Luche, Burkhard Ludewig, Enrico Lugli, Sebastian Lunemann, Holden T Maecker, Laura Maggi, Orla Maguire, Florian Mair, Kerstin H Mair, Alberto Mantovani, Rudolf A Manz, Aaron J Marshall, Alicia Martínez-Romero, Glòria Martrus, Ivana Marventano, Wlodzimierz Maslinski, Giuseppe Matarese, Anna Vittoria Mattioli, Christian Maueröder, Alessio Mazzoni, James McCluskey, Mairi McGrath, Helen M McGuire, Iain B McInnes, Henrik E Mei, Fritz Melchers, Susanne Melzer, Dirk Mielenz, Stephen D Miller, Kingston H G Mills, Hans Minderman, Jenny Mjösberg, Jonni Moore, Barry Moran, Lorenzo Moretta, Tim R Mosmann, Susann Müller, Gabriele Multhoff, Luis Enrique Muñoz, Christian Münz, Toshinori Nakayama, Milena Nasi, Katrin Neumann, Lai Guan Ng, Antonia Niedobitek, Sussan Nourshargh, Gabriel Núñez, José-Enrique O'Connor, Aaron Ochel, Anna Oja, Diana Ordonez, Alberto Orfao, Eva Orlowski-Oliver, Wenjun Ouyang, Annette Oxenius, Raghavendra Palankar, Isabel Panse, Kovit Pattanapanyasat, Malte Paulsen, Dinko Pavlinic, Livius Penter, Pärt Peterson, Christian Peth, Jordi Petriz, Federica Piancone, Winfried F Pickl, Silvia Piconese, Marcello Pinti, A Graham Pockley, Malgorzata Justyna Podolska, Zhiyong Poon, Katharina Pracht, Immo Prinz, Carlo E M Pucillo, Sally A Quataert, Linda Quatrini, Kylie M Quinn, Helena Radbruch, Tim R D J Radstake, Susann Rahmig, Hans-Peter Rahn, Bartek Rajwa, Gevitha Ravichandran, Yotam Raz, Jonathan A Rebhahn, Diether Recktenwald, Dorothea Reimer, Caetano Reis e Sousa, Ester B M Remmerswaal, Lisa Richter, Laura G Rico, Andy Riddell, Aja M Rieger, J Paul Robinson, Chiara Romagnani, Anna Rubartelli, Jürgen Ruland, Armin Saalmüller, Yvan Saeys, Takashi Saito, Shimon Sakaguchi, Francisco Sala-de-Oyanguren, Yvonne Samstag, Sharon Sanderson, Inga Sandrock, Angela Santoni, Ramon Bellmàs Sanz, Marina Saresella, Catherine Sautes-Fridman, Birgit Sawitzki, Linda Schadt, Alexander Scheffold, Hans U Scherer, Matthias Schiemann, Frank A Schildberg, Esther Schimisky, Andreas Schlitzer, Josephine Schlosser, Stephan Schmid, Steffen Schmitt, Kilian Schober, Daniel Schraivogel, Wolfgang Schuh, Thomas Schüler, Reiner Schulte, Axel Ronald Schulz, Sebastian R Schulz, Cristiano Scottá, Daniel Scott-Algara, David P Sester, T Vincent Shankey, Bruno Silva-Santos, Anna Katharina Simon, Katarzyna M Sitnik, Silvano Sozzani, Daniel E Speiser, Josef Spidlen, Anders Stahlberg, Alan M Stall, Natalie Stanley, Regina Stark, Christina Stehle, Tobit Steinmetz, Hannes Stockinger, Yousuke Takahama, Kiyoshi Takeda, Leonard Tan, Attila Tárnok, Gisa Tiegs, Gergely Toldi, Julia Tornack, Elisabetta Traggiai, Mohamed Trebak, Timothy I M Tree, Joe Trotter, John Trowsdale, Maria Tsoumakidou, Henning Ulrich, Sophia Urbanczyk, Willem van de Veen, Maries van den Broek, Edwin van der Pol, Sofie Van Gassen, Gert Van Isterdael, René A W van Lier, Marc Veldhoen, Salvador Vento-Asturias, Paulo Vieira, David Voehringer, Hans-Dieter Volk, Anouk von Borstel, Konrad von Volkmann, Ari Waisman, Rachael V Walker, Paul K Wallace, Sa A Wang, Xin M Wang, Michael D Ward, Kirsten A Ward-Hartstonge, Klaus Warnatz, Gary Warnes, Sarah Warth, Claudia Waskow, James V Watson, Carsten Watzl, Leonie Wegener, Thomas Weisenburger, Annika Wiedemann, Jürgen Wienands, Anneke Wilharm, Robert John Wilkinson, Gerald Willimsky, James B Wing, Rieke Winkelmann, Thomas H Winkler, Oliver F Wirz, Alicia Wong, Peter Wurst, Jennie H M Yang, Juhao Yang, Maria Yazdanbakhsh, Liping Yu, Alice Yue, Hanlin Zhang, Yi Zhao, Susanne Maria Ziegler, Christina Zielinski, Jakob Zimmermann, Arturo Zychlinsky",Guidelines for the use of flow cytometry and cell sorting in immunological studies (second edition).,,49,,PMID: 31633216,"These guidelines are a consensus work of a considerable number of members of the immunology and flow cytometry community. They provide the theory and key practical aspects of flow cytometry enabling immunologists to avoid the common errors that often undermine immunological data. Notably, there are comprehensive sections of all major immune cell types with helpful Tables detailing phenotypes in murine and human cells. The latest flow cytometry techniques and applications are also described, featuring examples of the data that can be generated and, importantly, how the data can be analysed. Furthermore, there are sections detailing tips, tricks and pitfalls to avoid, all written and peer-reviewed by leading experts in the field, making this an essential research companion.",
105,"Mansi Sharma, Florian Krammer, Adolfo GarcÃ­a-Sastre, Shashank Tripathi",Moving from Empirical to Rational Vaccine Design in the 'Omics' Era.,,7,,PMID: 31416125,"An ideal vaccine provides long lasting protection against a pathogen by eliciting a well-rounded immune response which engages both innate and adaptive immunity. However, we have a limited understanding of how components of innate immunity, antibody and cell-mediated adaptive immunity interact and function together at a systems level. With advances in high-throughput 'Omics' methodologies it has become possible to capture global changes in the host, at a cellular and molecular level, that are induced by vaccination and infection. Analysis of these datasets has shown the promise of discovering mechanisms behind vaccine mediated protection, immunological memory, adverse effects as well as development of more efficient antigens and adjuvants. In this review, we will discuss how systems vaccinology takes advantage of new technology platforms and big data analysis, to enable the rational development of better vaccines.",DOI 10.3390/vaccines7030089.
106,"Elena Denisenko, Daniel Ho, Ousman Tamgue, Mumin Ozturk, Harukazu Suzuki, Frank Brombacher, Reto Guler, Sebastian Schmeier",IRNdb: the database of immunologically relevant non-coding RNAs.,,2016,,PMID: 31414702,"MicroRNAs (miRNAs), long non-coding RNAs (lncRNAs) and other functional non-coding RNAs (ncRNAs) have emerged as pivotal regulators involved in multiple biological processes. Recently, ncRNA control of gene expression has been identified as a critical regulatory mechanism in the immune system. Despite the great efforts made to discover and characterize ncRNAs, the functional role for most remains unknown. To facilitate discoveries in ncRNA regulation of immune system-related processes, we developed the database of immunologically relevant ncRNAs and target genes (IRNdb). We integrated mouse data on predicted and experimentally supported ncRNA-target interactions, ncRNA and gene annotations, biological pathways and processes and experimental data in a uniform format with a user-friendly web interface. The current version of IRNdb documents 12 930 experimentally supported miRNA-target interactions between 724 miRNAs and 2427 immune-related mouse targets. In addition, we recorded 22 453 lncRNA-immune target and 377 PIWI-interacting RNA-immune target interactions. IRNdb is a comprehensive searchable data repository which will be of help in studying the role of ncRNAs in the immune system. Database URL:http://irndb.org.",DOI 10.1093/database/baw138.
107,"Stephan P Rosshart, Jasmin Herz, Brian G Vassallo, Ashli Hunter, Morgan K Wall, Jonathan H Badger, John A McCulloch, Dimitrios G Anastasakis, Aishe A Sarshad, Irina Leonardi, Nicholas Collins, Joshua A Blatter, Seong-Ji Han, Samira Tamoutounour, Svetlana Potapova, Mark B Foster St Claire, Wuxing Yuan, Shurjo K Sen, Matthew S Dreier, Benedikt Hild, Markus Hafner, David Wang, Iliyan D Iliev, Yasmine Belkaid, Giorgio Trinchieri, Barbara Rehermann",Laboratory mice born to wild mice have natural microbiota and model human immune responses.,,365,,PMID: 31371577,"Laboratory mouse studies are paramount for understanding basic biological phenomena but also have limitations. These include conflicting results caused by divergent microbiota and limited translational research value. To address both shortcomings, we transferred C57BL/6 embryos into wild mice, creating ""wildlings."" These mice have a natural microbiota and pathogens at all body sites and the tractable genetics of C57BL/6 mice. The bacterial microbiome, mycobiome, and virome of wildlings affect the immune landscape of multiple organs. Their gut microbiota outcompete laboratory microbiota and demonstrate resilience to environmental challenges. Wildlings, but not conventional laboratory mice, phenocopied human immune responses in two preclinical studies. A combined natural microbiota- and pathogen-based model may enhance the reproducibility of biomedical studies and increase the bench-to-bedside safety and success of immunological studies.",DOI 10.1126/science.aaw4361.
108,"Bitao Jiang, Qingsen Sun, Yao Tong, Yuzhuo Wang, Haifen Ma, Xuefei Xia, Yu Zhou, Xingguo Zhang, Feng Gao, Peng Shu",An immune-related gene signature predicts prognosis of gastric cancer.,,98,,PMID: 31277152,"Although the outcome of patients with gastric cancer (GC) has improved significantly with the recent implementation of annual screening programs. Reliable prognostic biomarkers are still needed due to the disease heterogeneity. Increasing pieces of evidence revealed an association between immune signature and GC prognosis. Thus, we aim to build an immune-related signature that can estimate prognosis for GC.",
