,Authors,ArticleTitle,JournalTitle,JournalVolume,JournalDate,PUBID,Abstact,DOI
57,"Sanjit R Konda, Rachel A Ranson, Sara J Solasz, Nicket Dedhia, Ariana Lott, Mackenzie L Bird, Emma K Landes, Vinay K Aggarwal, Joseph A Bosco, David L Furgiuele, Jason Gould, Thomas R Lyon, Toni M McLaurin, Nirmal C Tejwani, Joseph D Zuckerman, Philipp Leucht, Abhishek Ganta, Kenneth A Egol",,Journal of orthopaedic trauma,,2020 Jul 08,PMID: 32658017,1. To demonstrate how a risk assessment tool modified to account for the COVID-19 virus during the current global pandemic is able to provide risk assessment for low-energy geriatric hip fracture patients. 2. To provide a treatment algorithm for care of COVID-19 positive/suspected hip fractures patients that accounts for their increased risk of morbidity and mortality.,
58,"Alexander Bäuerle, Martin Teufel, Venja Musche, Benjamin Weismüller, Hannah Kohler, Madeleine Hetkamp, Nora Dörrie, Adam Schweda, Eva-Maria Skoda",,"Journal of public health (Oxford, England)",,2020 Jul 13,PMID: 32657323,"Since the first cases of the novel coronavirus disease SARS-CoV-2 were reported in December 2019 in China, the virus has spread in most countries. The aim of the present study was to assess initial data on the mental health burden of the German public during the COVID-19 pandemic.",DOI 10.1093/pubmed/fdaa106.
59,"Sakir Ahmed, Olena Zimba, Armen Yuri Gasparyan",,Clinical rheumatology,,2020 Jul 11,PMID: 32654082,"The pathogenesis of Coronavirus disease 2019 (COVID-19) is gradually being comprehended. A high number of thrombotic episodes are reported, along with the mortality benefits of heparin. COVID-19 can be viewed as a prothrombotic disease. We overviewed the available evidence to explore this possibility. We identified various histopathology reports and clinical case series reporting thromboses in COVID-19. Also, multiple coagulation markers support this. COVID-19 can be regarded as a risk factor for thrombosis. Applying the principles of Virchow's triad, we described abnormalities in the vascular endothelium, altered blood flow, and platelet function abnormalities that lead to venous and arterial thromboses in COVID-19. Endothelial dysfunction, activation of the renin-angiotensin-aldosterone system (RAAS) with the release of procoagulant plasminogen activator inhibitor (PAI-1), and hyperimmune response with activated platelets seem to be significant contributors to thrombogenesis in COVID-19. Stratifying risk of COVID-19 thromboses should be based on age, presence of comorbidities, D-dimer, CT scoring, and various blood cell ratios. Isolated heparin therapy may not be sufficient to combat thrombosis in this disease. There is an urgent need to explore newer avenues like activated protein C, PAI-1 antagonists, and tissue plasminogen activators (tPA). These should be augmented with therapies targeting RAAS, antiplatelet drugs, repurposed antiinflammatory, and antirheumatic drugs. Key Points • Venous and arterial thromboses in COVID-19 can be viewed through the prism of Virchow's triad. • Endothelial dysfunction, platelet activation, hyperviscosity, and blood flow abnormalities due to hypoxia, immune reactions, and hypercoagulability lead to thrombogenesis in COVID-19. • There is an urgent need to stratify COVID-19 patients at risk for thrombosis using age, comorbidities, D-dimer, and CT scoring. • Patients with COVID-19 at high risk for thrombosis should be put on high dose heparin therapy.",
60,"Efstathios Kastritis, George D Kitas, Dimitrios Vassilopoulos, Georgios Giannopoulos, Meletios A Dimopoulos, Petros P Sfikakis",,Rheumatology international,,2020 Jul 11,PMID: 32654078,"As of June 10th 2020 about 7.2 million individuals have tested positive for, and more than 410,000 have died due to COVID-19. In this review we outline the pathophysiology that underpins the potential use of anti-rheumatic therapies for severe COVID-19 infection and summarize the current evidence regarding the risk and outcome of COVID-19 in patients with systemic autoimmune diseases. Thus far there is no convincing evidence that any disease-modifying anti-rheumatic drug (conventional synthetic, biologic or targeted synthetic) including hydroxychloroquine, may protect against severe COVID-19 infection; answers about their possible usefulness in the management of the cytokine storm associated with severe COVID-9 infection will only arise from ongoing randomized controlled trials. Evidence on COVID-19 risk and outcome in patients with systemic autoimmune diseases is extremely limited; thus, any conclusions would be unsafe and should be seen with great caution. At present, the risk and severity (hospitalization, intensive care unit admission and death) of COVID-19 infection in people with autoimmune diseases do not appear particularly dissimilar to the general population, with the possible exception of hospitalization in patients exposed to high glucocorticoid doses. At this stage it is impossible to draw any conclusions for differences in COVID-19 risk and outcome between different autoimmune diseases and between the various immunomodulatory therapies used for them. More research in the field is obviously required, including as a minimum careful and systematic epidemiology and appropriately controlled clinical trials.",
61,"Xavier Bemtgen, Viviane Zotzmann, Christoph Benk, Jonathan Rilinger, Katrin Steiner, Alexander Asmussen, Christoph Bode, Tobias Wengenmayer, Sven Maier, Dawid L Staudacher",,Journal of thrombosis and thrombolysis,,2020 Jul 11,PMID: 32653986,"The novel coronavirus SARS-CoV-2 and the resulting disease COVID-19 causes pulmonary failure including severe courses requiring venovenous extracorporeal membrane oxygenation (V-V ECMO). Coagulopathy is a known complication of COVID-19 leading to thrombotic events including pulmonary embolism. It is unclear if the coagulopathy also increases thrombotic circuit complications of the ECMO. Aim of the present study therefor was to investigate the rate of V-V ECMO complications in COVID-19. We conducted a retrospective registry study including all patients on V-V ECMO treated at our centre between 01/2018 and 04/2020. COVID-19 cases were compared non- COVID-19 cases. All circuit related complications resulting in partial or complete exchange of the extracorporeal system were registered. In total, 66 patients were analysed of which 11 (16.7%) were SARS-CoV-2 positive. The two groups did not differ in clinical parameters including age (COVID-19 59.4 vs. non-COVID-19 58.1 years), gender (36.4% vs. 40%), BMI (27.8 vs. 24.2) and severity of illness as quantified by the RESP Score (1pt. vs 1pt.). 28 days survival was similar in both groups (72.7% vs. 58.2%). While anticoagulation was similar in both groups (p = 0.09), centrifugal pump head thrombosis was more frequent in COVID-19 (9/11 versus 16/55 p < 0.01). Neither the time to first exchange (p = 0.61) nor blood flow at exchange (p = 0.68) did differ in both groups. D-dimer levels prior to the thrombotic events were significantly higher in COVID-19 (mean 15.48 vs 26.59, p = 0.01). The SARS-CoV-2 induced infection is associated with higher rates of thrombotic events of the extracorporeal system during V-V ECMO therapy.",
62,"Ashton M Verdery, Emily Smith-Greenaway, Rachel Margolis, Jonathan Daw",,Proceedings of the National Academy of Sciences of the United States of America,,2020 Jul 10,PMID: 32651279,"The coronavirus disease 2019 (COVID-19) pandemic has led to a large increase in mortality in the United States and around the world, leaving many grieving the sudden loss of family members. We created an indicator-the COVID-19 bereavement multiplier-that estimates the average number of individuals who will experience the death of a close relative (defined as a grandparent, parent, sibling, spouse, or child) for each COVID-19 death. Using demographic microsimulation-based estimates of kinship networks in the United States, the clear age gradient in COVID-19 mortality seen across contexts, and several hypothetical infection prevalence scenarios, we estimate COVID-19 bereavement multipliers for White and Black individuals in the United States. Our analysis shows that for every COVID-19 death, approximately nine surviving Americans will lose a grandparent, parent, sibling, spouse, or child. These estimates imply, for example, that if 190,000 Americans die from COVID-19, as some models project, then ∼1.7 million will experience the death of a close relative. We demonstrate that our estimates of the bereavement multiplier are stable across epidemiological realities, including infection scenarios, total number of deaths, and the distribution of deaths, which means researchers can estimate the bereavement burden over the course of the epidemic in lockstep with rising death tolls. In addition, we provide estimates of bereavement multipliers by age group, types of kin loss, and race to illuminate prospective disparities. The bereavement multiplier is a useful indicator for tracking COVID-19's multiplicative impact as it reverberates across American families and can be tailored to other causes of death.",DOI 10.1073/pnas.2007476117.
63,"Ebru Morgul, Abdulbari Bener, Muhammed Atak, Salih Akyel, Selman Aktaş, Dinesh Bhugra, Antonio Ventriglio, Timothy R Jordan",,The International journal of social psychiatry,,2020 Jul 10,PMID: 32650681,"The aim of this study was to investigate the association between the COVID-19 pandemic and psychological fatigue as a mental health issue among the population of Istanbul, Turkey.",
64,"Juliana Vasconcellos Freitas-Jesus, Larissa Rodrigues, Fernanda Garanhani Surita",,Reproductive health,17,2020 Jul 08,PMID: 32641133,"The Coronavirus disease (COVID-19) is highly infectious, with the recent World Health Organization decree confirming a global public health emergency. The outcomes related to maternal and fetal health among pregnant women infected with the virus are still poorly understood. The world population has been waiting for answers and remains constantly alert about the pandemic's progress. It is not yet known what impact this pandemic experience will have on the population's mental health, especially pregnant women.",
65,"Xi Liu, Huili Chen, Yuqi Shang, Hongqiong Zhu, Gongqi Chen, Yuanli Chen, Shaoxuan Liu, Yaoyong Zhou, Mingxing Huang, Zhongsi Hong, Jinyu Xia",,Trials,21,2020 Jul 08,PMID: 32641091,"The outbreak of COVID-19 (caused by SARS-Cov-2) is very serious, and no effective antiviral treatment has yet been confirmed. The adage ""old drug, new trick"" in this context may suggest the important therapeutic potential of existing drugs. We found that the lopinavir/ritonavir treatment recommended in the fifth edition of the Treatment Plan of China can only help to improve a minority of throat-swab nucleic-acid results (3/15) in hospitals. Our previous use of chloroquine to treat patients with COVID-19 infection showed an improvement in more throat-swab nucleic-acid results (5/10) than the use of lopinavir/ritonavir.",
66,"Endeshaw Chekol Abebe, Tadesse Asmamaw Dejenie, Mestet Yibeltal Shiferaw, Tabarak Malik",,Virology journal,17,2020 07 08,PMID: 32641059,"Coronaviruses are large family-RNA viruses that belong to the order Nidovirales, family Coronaviridae, subfamily Coronavirinae. The novel COVID-19 infection, caused by a beta coronavirus called SARS-CoV-2, is a new outbreak that has been emerged in Wuhan, China in December 2019. The most common symptoms of COVID-19 are fever, cough, and dyspnea. As per the March 12, 2020, WHO report, more than 125,048 confirmed COVID-19 cases and over 4613 deaths have been identified in more than 117 countries. It is now regarded as a pandemic that seriously spread and attack the world. The primary means of transmission is person to person through droplets that occurred during coughing or sneezing, through personal contact (shaking hands), or by touching contaminated objects. So far, there is no effective therapy and vaccine available against this novel virus and therefore, only supportive care is used as the mainstay of management of patients with COVID-19. The mortality rate of COVID-19 is considerable. This work aimed to provide insight on the newly emerged COVID-19, in the hope to gain a better understanding on the general overview, epidemiology, transmission, clinical features, diagnosis, treatment, and clinical outcomes as well as the prevention and control of COVID-19.",
67,"Elke Humer, Christoph Pieh, Martin Kuska, Antonia Barke, Bettina K Doering, Katharina Gossmann, Radek Trnka, Zdenek Meier, Natalia Kascakova, Peter Tavel, Thomas Probst",,International journal of environmental research and public health,17,2020 07 04,PMID: 32635422,"Psychotherapists around the world are facing an unprecedented situation with the outbreak of the novel coronavirus disease (COVID-19). To combat the rapid spread of the virus, direct contact with others has to be avoided when possible. Therefore, remote psychotherapy provides a valuable option to continue mental health care during the COVID-19 pandemic. The present study investigated the fear of psychotherapists to become infected with COVID-19 during psychotherapy in personal contact and assessed how the provision of psychotherapy changed due to the COVID-19 situation and whether there were differences with regard to country and gender. Psychotherapists from three European countries: Czech Republic (CZ, n = 112), Germany (DE, n = 130) and Slovakia (SK, n = 96), with on average 77.8% female participants, completed an online survey. Participants rated the fear of COVID-19 infection during face-to-face psychotherapy and reported the number of patients treated on average per week (in personal contact, via telephone, via internet) during the COVID-19 situation as well as (retrospectively) in the months before. Fear of COVID-19 infection was highest in SK and lowest in DE (p < 0.001) and was higher in female compared to male psychotherapists (p = 0.021). In all countries, the number of patients treated on average per week in personal contact decreased (p < 0.001) and remote psychotherapies increased (p < 0.001), with more patients being treated via internet than via telephone during the COVID-19 situation (p < 0.001). Furthermore, female psychotherapists treated less patients in personal contact (p = 0.036), while they treated more patients via telephone than their male colleagues (p = 0.015). Overall, the total number of patients treated did not differ during COVID-19 from the months before (p = 0.133) and psychotherapy in personal contact remained the most common treatment modality. Results imply that the supply of mental health care could be maintained during COVID-19 and that changes in the provision of psychotherapy vary among countries and gender.",DOI 10.3390/ijerph17134811.
68,"Kunal Nandy, Abhijeet Salunke, Subodh Kumar Pathak, Apurva Pandey, Chinmay Doctor, Ketul Puj, Mohit Sharma, Abhishek Jain, Vikas Warikoo",,Diabetes & metabolic syndrome,14,2020 Jul 02,PMID: 32634716,Currently there is limited knowledge on medical comorbidities and COVID-19; we conducted a systematic review and meta-analysis to evaluate the impact of various morbidities on serious events in COVID 19.,DOI 10.1016/j.dsx.2020.06.064.
69,"Andrew J Hall, Nicholas D Clement, Luke Farrow, Alasdair M J MacLullich, Graham F Dall, Chloe E H Scott, Paul J Jenkins, Timothy O White, Andrew D Duckworth",,The bone & joint journal,,2020 Jul 07,PMID: 32634029,The primary aim was to assess the independent influence of coronavirus disease (COVID-19) on 30-day mortality for patients with a hip fracture. The secondary aims were to determine whether: 1) there were clinical predictors of COVID-19 status; and 2) whether social lockdown influenced the incidence and epidemiology of hip fractures.,
70,"Babar Kayani, Elliot Onochie, Vijay Patil, Fahima Begum, Rory Cuthbert, David Ferguson, Jagmeet S Bhamra, Aadhar Sharma, Peter Bates, Fares S Haddad",,The bone & joint journal,,2020 Jul 07,PMID: 32634023,"During the COVID-19 pandemic, many patients continue to require urgent surgery for hip fractures. However, the impact of COVID-19 on perioperative outcomes in these high-risk patients remains unknown. The objectives of this study were to establish the effects of COVID-19 on perioperative morbidity and mortality, and determine any risk factors for increased mortality in patients with COVID-19 undergoing hip fracture surgery.",
71,"Liang-Qin Gao, Jing Xu, Shao-Dong Chen",,Chinese journal of integrative medicine,26,,PMID: 32632717,"To seek potential Chinese herbal medicine (CHM) for the treatment of coronavirus disease 2019 (COVID-19) through the molecular docking of the medicine with SARS-CoV-2 3CL hydrolytic enzyme and the angiotensin converting enzyme II(ACE2) as receptors, using computer virtual screening technique, so as to provide a basis for combination forecasting.",
72,"Iltaf Hussain, Abdul Majeed, Imran Imran, Muhib Ullah, Furqan K Hashmi, Hamid Saeed, Muhammad O Chaudhry, Muhammad F Rasool",,Journal of community health,,2020 Jul 06,PMID: 32632645,"An online cross-sectional study was carried out to evaluate the knowledge, attitude, and practice about coronavirus disease 2019 (COVID-19) among primary health care providers (PHPs) at three tertiary care hospital, Peshawar, Pakistan. Data was collected via email and online social media platforms. Statistical package for social science (SPSS) version 25.0 was used for data analysis. Among the total participants (n = 114), 74 (66.7%) were male and 37 (33.3%) were female. The mean scores for knowledge, attitude and practice were 12.7 ± 0.89, 8.9 ± 4.1 and 7.3 ± 1.2, respectively. Most of the participants knew the term COVID-19 and its mode of transmission (90%), signs and symptoms (84%) and risk factors (72%) associated with it. Most of the participants agreed that COVID-19 can be transmitted through coughing and sneezing (74.3%) and 84.6% were in favor that COVID-19 can be prevented by adopting preventive measures. Around 68.8% of the participants disagreed with the use of antibiotics in the prevention of COVID-19. Ninety percent of the respondents were avoiding close contact with the people having cough and flu-like symptoms. Most PHPs had good knowledge, positive attitude and reasonable practices regarding COVID-19. Moreover, focused training programs for PHPs at the Government level can further improve their understanding of risks and preventive strategies related to COVID-19, which will help them to provide appropriate care to their patients as well as to protect themselves from this infection.",
73,"Qing Yang, Ying Zhou, Xinrong Wang, Shan Gao, Yang Xiao, Weiming Zhang, Yi Hu, Yafei Wang",,Respiratory research,21,2020 Jul 06,PMID: 32631365,"Previous studies have shown that Coronavirus Disease 2019 (COVID-19) patients with underlying comorbidities can have worse outcomes. However, the effect of hypertension on outcomes of COVID-19 patients remains unclear.",
74,"Sean R McMahon, Garrett De Francis, Sara Schwartz, William L Duvall, Bhaskar Arora, David I Silverman",,Journal of the American Society of Echocardiography : official publication of the American Society of Echocardiography,33,,PMID: 32624089,"Limited assessments with handheld ultrasound have found meaningful clinical use in the care of acutely ill patients. However, there are limited data on incorporating handheld-based limited echocardiography into the echocardiography laboratory. The purpose of this study was to assess the efficacy of limited handheld tablet echocardiography as an alternative to traditional echocardiography during the coronavirus disease 2019 (COVID-19) pandemic as a means to limit exposure while providing essential clinical information.",DOI 10.1016/j.echo.2020.05.005.
75,"In-Kyung Jeong, Kun Ho Yoon, Moon Kyu Lee",,Diabetes research and clinical practice,,2020 Jul 02,PMID: 32623038,"The coronavirus disease-2019 (COVID-19) has been designated as a highly contagious infectious disease caused by the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) since December 2019, when an outbreak of pneumonia cases emerged in Wuhan, China. The COVID-19 pandemic has led to a global health crisis, devastating the social, economic and political aspects of life. Many clinicians, health professionals, scientists, organizations, and governments have actively defeated COVID-19 and shared their experiences of the SARS-CoV2. Diabetes is one of the major risk factors for fatal outcomes from COVID-19. Patients with diabetes are vulnerable to infection because of hyperglycemia; impaired immune function; vascular complications; and comorbidities such as hypertension, dyslipidemia, and cardiovascular disease. In addition, angiotensin-converting enzyme 2 (ACE2) is a receptor for SARS-CoV-2 in the human body. Hence, the use of angiotensin-directed medications in patients with diabetes requires attention. The severity and mortality from COVID-19 was significantly higher in patients with diabetes than in those without. Thus, the patients with diabetes should take precautions during the COVID-19 pandemic. Therefore, we review the current knowledge of COVID-19 including the global and regional epidemiology, virology, impact of diabetes on COVID-19, treatment of COVID-19, and standard of care in the management of diabetes during this critical period.",DOI 10.1016/j.diabres.2020.108303.
76,"Esther E Freeman, Devon E McMahon, Jules B Lipoff, Misha Rosenbach, Carrie Kovarik, Seemal R Desai, Joanna Harp, Junko Takeshita, Lars E French, Henry W Lim, Bruce H Thiers, George J Hruza, Lindy P Fox",,Journal of the American Academy of Dermatology,,2020 Jul 02,PMID: 32622888,Coronavirus disease 2019 (COVID-19) has associated cutaneous manifestations.,DOI 10.1016/j.jaad.2020.06.1016.
77,"Ling Ma, Wen Xie, Danyang Li, Lei Shi, Guangming Ye, Yanhong Mao, Yao Xiong, Hui Sun, Fang Zheng, Zhimin Chen, Jyuling Qin, Jing Lyu, Yuanzhen Zhang, Ming Zhang",,Journal of medical virology,,2020 Jul 04,PMID: 32621617,"In the past several months, the outbreak of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)-associated infection (coronavirus disease 2019 [COVID-19]) developed rapidly and has turned into a global pandemic. Although SARS-CoV-2 mainly attacks respiratory systems, manifestations of multiple organs have been observed. A great concern was raised about whether COVID-19 may affect male reproductive functions. In this study, we collected semen specimens from 12 male COVID-19 patients for virus detection and semen characteristics analysis. No SARS-CoV-2 was found in semen specimens. Eight out of 12 patients had normal semen quality. We also compared the sex-related hormone levels between 119 reproductive-aged men with SARS-CoV-2 infection and 273 age-matched control men. A higher serum luteinizing hormone (LH) and a lower ratio of testosterone (T) to LH were observed in the COVID-19 group. Multiple regression analysis indicated that serum T: LH ratio was negatively associated with white blood cell counts and C-reactive protein levels in COVID-19 patients. It's the first report about semen assessment and sex-hormone evaluation in reproductive-aged male COVID-19 patients. Although further study is needed to clarify the reasons and underlying mechanisms, our study presents an abnormal sex hormone secretion among COVID-19 patients, suggesting that attention should be paid to reproductive function evaluation in the follow-up.",
78,"Maria Raissaki, Susan C Shelmerdine, Maria Beatrice Damasio, Seema Toso, Ola Kvist, Jovan Lovrenski, Franz Wolfgang Hirsch, Süreyya Burcu Görkem, Anne Paterson, Owen J Arthurs, Andrea Rossi, Joost van Schuppen, Philippe Petit, Maria I Argyropoulou, Amaka C Offiah, Karen Rosendahl, Pablo Caro-Domínguez",,Pediatric radiology,,2020 Jul 03,PMID: 32621013,"During the outbreak of the COVID-19 pandemic, guidelines have been issued by international, national and local authorities to address management and the need for preparedness. Children with COVID-19 differ from adults in that they are less often and less severely affected. Additional precautions required in the management of children address their increased radiosensitivity, need for accompanying carers, and methods for dealing with children in a mixed adult-paediatric institution. In this guidance document, our aim is to define a pragmatic strategy for imaging children with an emphasis on proven or suspected COVID-19 cases. Children suspected of COVID-19 should not be imaged routinely. Imaging should be performed only when expected to alter patient management, depending on symptoms, preexisting conditions and clinical evolution. In order to prevent disease transmission, it is important to manage the inpatient caseload effectively by triaging children and carers outside the hospital, re-scheduling nonurgent elective procedures and managing symptomatic children and carers as COVID-19 positive until proven otherwise. Within the imaging department one should consider conducting portable examinations with COVID-19 machines or arranging dedicated COVID-19 paediatric imaging sessions and performing routine nasopharyngeal swab testing before imaging under general anaesthesia. Finally, regular personal hygiene, appropriate usage of personal protective equipment, awareness of which procedures are considered aerosol generating and information on how to best disinfect imaging machinery after examinations should be highlighted to all staff members.",
79,"Joseph Alexander Paguio, Jasper Seth Yao, Edward Christopher Dee",,Vaccine,38,2020 07 22,PMID: 32620371,Health-seeking behaviors change during pandemics and may increase with regard to illnesses with symptoms similar to the pandemic. The global reaction to COVID-19 may drive interest in vaccines for other diseases.,DOI 10.1016/j.vaccine.2020.06.069.
80,"Yanan Li, Man Li, Mengdie Wang, Yifan Zhou, Jiang Chang, Ying Xian, David Wang, Ling Mao, Huijuan Jin, Bo Hu",,Stroke and vascular neurology,,2020 Jul 02,PMID: 32616524,"COVID-19 is an infectious disease caused by Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2). Apart from respiratory complications, acute cerebrovascular disease (CVD) has been observed in some patients with COVID-19. Therefore, we described the clinical characteristics, laboratory features, treatment and outcomes of CVD complicating SARS-CoV-2 infection.",DOI 10.1136/svn-2020-000431.
81,"Nan Liu, Marcel Lucas Chee, Chenglin Niu, Pin Pin Pek, Fahad Javaid Siddiqui, John Pastor Ansah, David Bruce Matchar, Sean Shao Wei Lam, Hairil Rizal Abdullah, Angelique Chan, Rahul Malhotra, Nicholas Graves, Mariko Siyue Koh, Sungwon Yoon, Andrew Fu Wah Ho, Daniel Shu Wei Ting, Jenny Guek Hong Low, Marcus Eng Hock Ong",,BMC medical research methodology,20,2020 07 02,PMID: 32615936,"Since the beginning of the COVID-19 outbreak in December 2019, a substantial body of COVID-19 medical literature has been generated. As of June 2020, gaps and longitudinal trends in the COVID-19 medical literature remain unidentified, despite potential benefits for research prioritisation and policy setting in both the COVID-19 pandemic and future large-scale public health crises.",
82,"Danielle Byrne, Siobhan B O'Neill, Nestor L Müller, C Isabela Silva Müller, John P Walsh, Sabeena Jalal, William Parker, Ana-Maria Bilawich, Savvas Nicolaou",,Canadian Association of Radiologists journal = Journal l'Association canadienne des radiologistes,,2020 Jul 02,PMID: 32615802,To assess the interobserver variability between chest radiologists in the interpretation of the Radiological Society of North America (RSNA) expert consensus statement reporting guidelines in patients with suspected coronavirus disease 2019 (COVID-19) pneumonia in a setting with limited reverse transcription polymerase chain reaction testing availability.,
83,"Jeb Jones, Patrick S Sullivan, Travis H Sanchez, Jodie L Guest, Eric W Hall, Nicole Luisi, Maria Zlotorzynska, Gretchen Wilde, Heather Bradley, Aaron J Siegler",,Journal of medical Internet research,22,2020 Jul 10,PMID: 32614778,"Existing health disparities based on race and ethnicity in the United States are contributing to disparities in morbidity and mortality during the coronavirus disease (COVID-19) pandemic. We conducted an online survey of American adults to assess similarities and differences by race and ethnicity with respect to COVID-19 symptoms, estimates of the extent of the pandemic, knowledge of control measures, and stigma.",
84,"Edgar Denova-Gutiérrez, Hugo Lopez-Gatell, Jose L Alomia-Zegarra, Ruy López-Ridaura, Christian A Zaragoza-Jimenez, Dwigth D Dyer-Leal, Ricardo Cortés-Alcala, Tania Villa-Reyes, Rosaura Gutiérrez-Vargas, Kathia Rodríguez-González, Carlos Escondrillas-Maya, Tonatiuh Barrientos-Gutiérrez, Juan A Rivera, Simón Barquera",,"Obesity (Silver Spring, Md.)",,2020 Jul 01,PMID: 32610364,"To explore the association between obesity, type 2 diabetes, hypertension, and severe COVID-19 on admission.",
85,"Le Qin, Yanzhao Yang, Qiqi Cao, Zenghui Cheng, Xiaoyang Wang, Qingfeng Sun, Fuhua Yan, Jieming Qu, Wenjie Yang",,European radiology,,2020 Jul 01,PMID: 32607634,To develop a predictive model and scoring system to enhance the diagnostic efficiency for coronavirus disease 2019 (COVID-19).,
86,"Jesús López-Alcalde, Yuqian Yan, Claudia M Witt, Jürgen Barth",,"Journal of alternative and complementary medicine (New York, N.Y.)",26,,PMID: 32589449,"
Background:
 There is currently no effective treatment against coronavirus disease 2019 (COVID-19). The optimal selection of interventions targeting the virus is unknown. Therefore, evidence from randomized controlled trials (RCTs) to support specific treatment against COVID-19 is urgently needed. The use of Chinese herbal medicines (CHMs) might have a role in the treatment and symptomatic management of patients with COVID-19. It was aimed at providing an overview of the available evidence and ongoing trials concerning the effects of CHMs for the treatment of COVID-19. 
Methods:
 This is a narrative review of relevant studies. Searches were conducted to identify documents published till April 22, 2020. Electronic databases, evidence-based collections, websites of relevant organizations, and trial registries were consulted. 
Results:
 A total of 25 guidelines on the treatment of patients with COVID-19 were identified. Four guidelines provided recommendations on the use of CHMs; these guidelines were developed in China and South Korea and were based on the consensus of experts exclusively. The remaining 21 guidelines provided no guidance on CHMs. No finished RCTs of CHMs for the treatment of patients with COVID-19 was found. According to the evidence evaluated in this review, a Cochrane review of CHMs for severe acute respiratory syndrome and five uncontrolled observational studies of the effects of CHMs in patients with COVID-19, the effects of CHMs for COVID-19 are unknown. A total of 52 ongoing clinical trials of CHM interventions for the treatment of COVID-19 were found. These trials will be carried out mostly in China (n = 51). Forty (77%) of the ongoing trials will be randomized, whereas 12 (23%) have an unclear sequence generation procedure. Forty-seven trials (90%) will have a sample size <400 participants. 
Conclusions:
 To the authors' knowledge, only the Chinese and the South Korean guidelines recommend CHMs as a treatment option for patients with COVID-19. These guidelines base their recommendations on the consensus of experts. Clinical guidelines or health authorities from other countries do not provide advice on CHMs. Due to the absence of RCT, there is currently no reliable evidence on the effects of any specific CHM intervention for the treatment of patients with COVID-19. A high number of clinical trials of different herbal products are being currently conducted in China.",
87,Mohammad Javed Ali,,Indian journal of ophthalmology,68,,PMID: 32587153,"The aim of this review was to propose multi-pronged resumption strategies for lacrimal practice in an effort to plan a sustainable recommencement of elective surgeries after we emerge from the peak of COVID-19 pandemic. The strategies for lacrimal practice were classified into 7 subtypes, and each of the blueprints were reassessed based on existing information on resumption strategies of elective surgeries from other specialties in COVID-19 era. The specific needs of lacrimal practice were then added to construct algorithms summarizing the resumption strategies. The basic principle of 'primum non nocere' needs to be followed. The overall proposed plan advocates the transition to a more sustainable health care reality in a world where we would still co-exist with COVID-19. A comprehensive effort involving screening, laboratory testing, appropriate triage, effective personal protection and specific precautionary measures for lacrimal clinics and operating room are needed to be able to safely resume elective surgery when the pandemic peak declines. To predict the timing of the resumption of elective surgeries is quite complex and influenced by several geographic, political and economic factors. It is equally important to remember that COVID-19 crisis is a dynamic situation and constantly evolving, hence the strategies provided are subject to change. Strict adherence to standard COVID-19 guidelines combined with effective testing and personal protection strategies can ensure slow yet smooth and safe return to full lacrimal practice after the COVID-19 pandemic calms down. The local government directives, individual and institutional discretion are advised.",
88,"Hui Xu, Sufang Huang, Chun Qiu, Shangkun Liu, Juan Deng, Bo Jiao, Xi Tan, Ling Ai, Yaru Xiao, Mirko Belliato, Li Yan",,Journal of medical Internet research,22,2020 07 02,PMID: 32568727,"Most patients with coronavirus disease (COVID-19) who show mild symptoms are sent home by physicians to recover. However, the condition of some of these patients becomes severe or critical as the disease progresses.",
89,"Peter E Lonergan, Samuel L Washington Iii, Linda Branagan, Nathaniel Gleason, Raj S Pruthi, Peter R Carroll, Anobel Y Odisho",,Journal of medical Internet research,22,2020 07 06,PMID: 32568721,"The emergence of the coronavirus disease (COVID-19) pandemic in March 2020 created unprecedented challenges in the provision of scheduled ambulatory cancer care. As a result, there has been a renewed focus on video-based telehealth consultations as a means to continue ambulatory care.",
90,"Qingxing Chen, Lili Xu, Yongbin Dai, Yunlong Ling, Jiahao Mao, Juying Qian, Wenqing Zhu, Wencheng Di, Junbo Ge",,Clinical cardiology,43,,PMID: 32562427,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) could cause virulent infection leading to Corona Virus Disease 2019 (COVID-19)-related pneumonia as well as multiple organ injuries.,
91,"Chenjie Xu, Xinyu Zhang, Yaogang Wang",,Journal of medical Internet research,22,2020 07 02,PMID: 32540844,"Coronavirus disease (COVID-19) is a type of pneumonia caused by a novel coronavirus that was discovered in 2019. As of May 6, 2020, 84,407 cases and 4643 deaths have been confirmed in China. The Chinese population has expressed great concern since the COVID-19 outbreak. Meanwhile, an average of 1 billion people per day are using the Baidu search engine to find COVID-19-related health information.",
